ActualFlightTime	ActualTotalFuel	ActualTOW	FlownPassengers	BagsCount	FlightBagsWeight
101	4490	65177.0	170.0		
105	4210	62038.0	145.0		
50	2130	53712.0	76.0		
116	4960	65775.0	189.0		
45	2020	58211.0	122.0		
66	2950	62183.0	132.0		
127	5619		185.0	76.0	990.0
70	2710	55599.0	92.0		
153	5760	62202.0	131.0		
148	6620	67118.0	168.0		
113	3705	46148.0	4.0		
181	7823	68460.0	178.0		
117	5190		148.0	33.0	430.0
1504	9330	71199.0	178.0		
121	5980	69984.0	175.0		
64	2990	64106.0	180.0		
40	2200		157.0	15.0	200.0
166	7324	67970.0	179.0		
120	5138	62365.0	139.0		
118	5056	66501.0	182.0		
102	4183	64669.0	180.0		
63	2875	63508.0	168.0		
64	2800	59535.0	126.0		
68	2790	63725.0	181.0		
57	2370		172.0		
90	3880	63852.0	174.0		
230	10190	70963.0	177.0		
77	3010	58428.0	130.0		
112	4600	64777.0	174.0		
177	7995	68569.0	169.0		
120	5050		171.0	50.0	650.0
108	4820	67190.0	177.0		
127	5691	66374.0	179.0		
143	6431	68297.0	182.0		
119	5070	65612.0	181.0		
141	5650	66845.0	179.0		
102	4780	65902.0	183.0		
55	2485	62383.0	164.0		
83	3328	60297.0	139.0		
74	3090		164.0	59.0	767.0
151	6670	67698.0	180.0		
66	3000	62165.0	170.0		
183	7440		180.0	94.0	1220.0
117	4870		174.0	32.0	410.0
116	4980	63544.0	151.0		
140	6220		184.0	49.0	640.0
135	5780	65358.0	162.0		
39	1800	64451.0	181.0		
97	3820	62111.0	167.0		
38	1730	62238.0	181.0		350.0
177	6000		7.0		
52	2771	63127.0	182.0		
148	6272	68805.0	184.0	80.0	
61	2580	60007.0	138.0		
161	7000	68133.0	183.0	84.0	
32	1690		174.0		
28	1510		183.0	69.0	900.0
158	6310	66446.0	176.0		
53	2080	54111.0	93.0		
158	6820		183.0	90.0	1170.0
147	6570	67843.0	182.0		
101	4213	63054.0	164.0		
129	5564	67154.0	184.0		
148	6262	67934.0	179.0		
55	2540	62365.0	167.0		
88	3456	57703.0	102.0		
137	6200	68514.0	187.0		
95	3380	53875.0	65.0		
260	11337	72033.0	178.0		
146	6490	66791.0	172.0	55.0	
54	2390	61911.0	161.0		
32	1510	58864.0	151.0		
33	1530		174.0	5.0	60.0
69	3140	64741.0	180.0		
60	2620	60424.0	136.0		
93	4020	63598.0	158.0		
141	6326	68405.0	174.0		
125	6911		169.0	48.0	620.0
60	2580	61367.0	161.0		
116	4800	64814.0	180.0		
67	2900	61639.0	171.0		
73	3400	63109.0	180.0		
118	5140	65739.0	179.0		
53	2530	64741.0	169.0		
110	4550	63671.0	164.0		
51	2270	58864.0	130.0		
111	5200		180.0	40.0	520.0
107	4370	61875.0	138.0		
61	2680	62746.0	178.0		
88	4040	66573.0	162.0		
104	4350	63707.0	166.0		
106	4550	65721.0	181.0		
97	3932	62129.0	146.0		
168	7590		179.0	76.0	990.0
157	7057	69349.0	185.0		
93	3650	60515.0	135.0		
152	6710	67916.0	179.0		
158	6170	63508.0	145.0		
137	6172	66954.0	178.0		
95	4303	64705.0	182.0		
37	1670		159.0	8.0	100.0
96	4070	62746.0	155.0		
111	4770		182.0	88.0	1140.0
252	11150		180.0	93.0	1210.0
89	3954	64378.0	172.0		
166	6993		110.0	32.0	420.0
102	4608	64977.0	181.0		
78	3150	62383.0	168.0		
110	4630	65285.0	181.0		
215	8430				
92	3510				
54	2510	64904.0	167.0		
67	2780	59988.0	148.0		
33	1660	63217.0	181.0		
184	8230	71199.0	187.0		
172	7220	68405.0	174.0	62.0	
150	6385	66229.0	177.0		
217	9070	70292.0	176.0		
157	6780	70002.0	179.0		
120	5687	69984.0	181.0		
119	4830	64197.0	166.0		
75	3310	63381.0	175.0		
156	6330	66845.0	178.0		
68	2970	63435.0	186.0		
80	3350	62982.0	165.0		
117	4710		105.0	24.0	310.0
253	10830		152.0	75.0	970.0
80	3640	63018.0	152.0		
125	5260	63217.0	145.0		
138	5900	68061.0	177.0		
100	4170	64324.0	177.0	33.0	
65	2500	64923.0	81.0		
98	4412	66047.0	174.0		
50	2110	56977.0	113.0	13.0	
60	2260	48107.0			
74	2910		88.0	5.0	65.0
110	4500	63109.0	154.0		
38	1880		174.0	50.0	650.0
79	3120	56234.0	94.0		
118	4320	59136.0	122.0		
102	4249	64741.0	172.0		
181	7968	68950.0	170.0		
74	2790	60841.0	160.0		
85	3687	63635.0	173.0		
137	6130	68006.0	188.0		
159	6984	67970.0	182.0		
176	7500	67589.0	174.0		
218	9827	71798.0	182.0		
120	5637	67462.0	179.0		
167	6960		176.0	70.0	910.0
93	4168	64306.0	163.0		
117	4825	62746.0	151.0		
44	2303	62020.0	165.0		
128	5490	65249.0	165.0		
127	5400		169.0	70.0	910.0
138	5950	66374.0	172.0		
234	10320		177.0	54.0	700.0
129	5687	65104.0	152.0		
84	3530	60152.0	131.0		
130	5790		181.0	78.0	1010.0
31	1450	56814.0	114.0	13.0	
82	3830	64106.0	178.0		
104	4210	64850.0	171.0		
125	5040	63997.0	158.0		
77	3490	67535.0	176.0		21.0
63	2440	58555.0	127.0		
111	4710	64523.0	167.0	48.0	
150	6900	66882.0	174.0		
70	3050		180.0	34.0	450.0
99	4280		172.0	33.0	430.0
62	2540	62836.0	177.0		
121	5633	67462.0	183.0		
135	5730	65467.0	171.0		
246	10850		170.0	85.0	1110.0
89	3936	64777.0	177.0		
85	4210		159.0	19.0	240.0
102	4260		172.0	42.0	550.0
128	5250	65866.0	181.0		
64	3020	65340.0	172.0		
33	1560	61839.0	177.0		
90	3570	61276.0	147.0		
74	2770	60333.0	134.0		
159	6680		166.0	32.0	420.0
126	5537	66047.0	178.0		
38	1905	63127.0	182.0		
54	2530	64959.0	171.0		
125	5010	62256.0	152.0		
87	4190	67172.0	177.0		
47	2050		167.0	22.0	290.0
62	2758	62909.0	176.0		
66	2940	62945.0	173.0		
79	3514	62909.0	180.0		
148	6470	67571.0	172.0		
36	1600	61131.0	156.0		
181	7200	69149.0	187.0		
106	4190	63907.0	172.0		
165	7038	67444.0	178.0		
85	3700	64451.0	179.0		
135	5873	66591.0	170.0		
63	2860		158.0	21.0	270.0
131	5290		171.0	44.0	580.0
139	5940		178.0	51.0	660.0
103	4340		93.0	48.0	624.0
79	3500	63490.0	163.0		
129	5667		175.0		
112	4780	62746.0	148.0		
79	4000		187.0	53.0	690.0
162	6693	67861.0	172.0	59.0	
172	7373	67789.0	185.0		
129	6014	68623.0	180.0	92.0	
45	2120		147.0	21.0	280.0
113	4572	62982.0	145.0		
95	4120	64941.0	174.0		
70	3084	62945.0	178.0		
68	2920	60859.0	156.0		
147	6340		179.0	40.0	520.0
113	5361	67498.0	174.0		
37	1650		146.0	2.0	30.0
266	11580	73593.0	183.0	92.0	
130	5360	63780.0	152.0		
56	2710	63725.0	173.0		
50	2280	63054.0	175.0		
92	3310	48851.0			
72	3061	62111.0	161.0	52.0	
129	5080	64451.0	175.0		
38	1515	42991.0			
44	2120	62165.0	167.0		
65	2910	61331.0	152.0		
60	3107	62818.0	178.0		
126	5530	67063.0	177.0		
64	2790	62292.0	175.0		
129	5451	66555.0	184.0		
215	9156	70673.0	180.0		
194	8448	68496.0	174.0	38.0	
147	6260	65630.0	166.0		
131	5297	63653.0	150.0		23.0
189	8390	70655.0	186.0		
158	6990	69204.0	189.0		
121	4899	64723.0	171.0	48.0	
85	3540	63852.0	183.0		
171	7356	70147.0	184.0		
153	6520		163.0	101.0	1310.0
186	7440		151.0	46.0	600.0
147	5782		159.0		
141	6100	69312.0	169.0		18.0
90	3407	63109.0	175.0	34.0	
111	4610		185.0	44.0	570.0
172	7260		177.0	67.0	870.0
90	4063	62746.0	156.0		
124	5540	66410.0	169.0		
62	2819	62891.0	173.0		
89	4160	65739.0	160.0		
116	5190	66791.0	180.0		
115	5060		185.0	24.0	310.0
56	2739	62746.0	177.0		
153	6566	68405.0	180.0	44.0	
51	2370	65793.0	183.0		
52	2340	65594.0	179.0		
111	4930	65485.0	173.0		
46	1960	61748.0	171.0		
46	2422	61295.0	162.0		
43	1960	62583.0	173.0		
63	2860	65177.0	177.0		
55	2621	62456.0	178.0		
69	2800	61295.0	160.0		
105	4620	64596.0	167.0		
210	9286	70872.0	179.0		
52	2539	62383.0	178.0		
116	4830	64741.0	179.0		
102	4177	64850.0	173.0		
127	6160	67644.0	175.0	28.0	
52	2250	62220.0	179.0		
185	7963	69058.0	180.0	76.0	
106	4790		164.0	52.0	680.0
102	4930	68351.0	180.0		
124	5190	65703.0	187.0		
45	2070	64796.0	181.0		
145	6390	67843.0	182.0		
69	3080	63308.0	178.0		
44	2280		174.0	49.0	637.0
65	2750	63852.0	183.0		
156	6756	67226.0	175.0	63.0	
59	2600	62111.0	161.0		
60	2870	62673.0	180.0		
43	2140	64814.0	166.0		
85	4500		126.0		
129	5460	65594.0	175.0		
137	5980	68460.0	182.0		
82	3830	63780.0	167.0		
128	5460		179.0	19.0	240.0
171	7442	68913.0	181.0		
92	4100	67898.0	184.0		
132	5720	66791.0	185.0		
151	6500		182.0		
154	6740	68968.0	182.0	92.0	
73	3100		178.0	53.0	690.0
72	3260	63616.0	178.0		
121	5280		142.0	38.0	490.0
86	3590	63907.0	178.0	32.0	
106	4800	64723.0	159.0		
125	5430	65793.0	167.0		
120	5166	65285.0	185.0		
204	8794	70927.0	185.0		
129	5170		177.0	44.0	570.0
133	6160	65993.0	172.0		
148	6376	67553.0	178.0		
116	5070	66646.0	171.0		
125	5235	65920.0	180.0		
66	3050	63997.0	182.0		
61	2520	48615.0			
122	5140	66283.0	178.0		
95	4045	63852.0	167.0		
99	4270	64433.0	171.0		
64	2790	61948.0	168.0		
234	10100	70764.0	173.0		
89	3770	62347.0	156.0		
151	6110	67426.0	178.0		
127	5660		172.0	49.0	637.0
251	10911	71580.0	175.0		
136	6172	66011.0	170.0		29.0
185	8180		188.0	72.0	930.0
84	3615	61295.0	161.0		420.0
35	1641	59735.0	142.0		30.0
72	3370	63290.0	177.0		
74	3280		178.0	32.0	420.0
91	4000	65884.0	179.0		
34	1651	60642.0	162.0		70.0
83	3410	64052.0	181.0		
85	3840		183.0	22.0	290.0
93	4190	65430.0	179.0		
55	2210	49177.0			
99	4050	64106.0	164.0		
71	2990	62056.0	169.0		
133	5941	67498.0	170.0		
115	4640	66084.0	184.0		
117	5587	66573.0	183.0		
179	7760	68859.0	174.0	45.0	
86	3680		171.0	21.0	270.0
90	3660		177.0	41.0	530.0
130	5670	66519.0	170.0		
72	3000		152.0	27.0	350.0
56	2440	62909.0	166.0		
59	2570	62709.0	179.0		
97	4160		144.0	20.0	260.0
92	3832	63453.0	164.0		
102	4454	64161.0	174.0		
164	6970	67190.0	171.0		
97	3860	63780.0	176.0		
129	5220	65231.0	175.0		
104	4530	66374.0	176.0		
79	3700		173.0	68.0	310.0
89	4100		170.0	75.0	975.0
94	4100		180.0		
252	10800	72596.0	180.0		
217	9519	69820.0	169.0		
16	760	49631.0			
132	5201	65902.0	179.0	65.0	
82	3460	61639.0	146.0		
157	6180	66718.0	178.0		
35	1650	61549.0	165.0	42.0	
39	1800	62347.0	173.0		
112	5007	65086.0	174.0		
228	9923	70836.0	172.0		
125	5619	69784.0	180.0		
58	2650	62891.0	180.0		
67	3290		183.0	10.0	130.0
96	4350	65394.0	174.0		
157	6470	67244.0	188.0		
99	4110	65521.0	186.0		
83	3480		173.0	40.0	520.0
137	5450	66156.0	180.0		
144	6263	67789.0	180.0		
70	3090	63308.0	175.0		
101	4567	66065.0	189.0		
65	2753	59372.0	132.0		
94	4400				
113	4799	64904.0	164.0		
28	1410	61222.0	177.0	31.0	
106	4650	64397.0	174.0		
178	7279	67934.0	171.0		
149	6500	67589.0	180.0		
138	6400	70129.0	175.0		
213	9500	70999.0	174.0		
112	4571	65050.0	183.0		
223	9696	72160.0	184.0		
187	7490		119.0	59.0	770.0
128	5877	66737.0	180.0		
68	3175	62238.0	157.0		
173	10789		167.0	60.0	780.0
67	3140	65594.0	165.0		
160	7340		186.0	101.0	1310.0
140	6160	66972.0	176.0		
218	9175	69149.0	162.0		
43	2330		134.0	16.0	210.0
88	3760	65775.0	182.0		
185	8130	69693.0	186.0		
228	9927	71308.0	178.0	82.0	
121	5140	66102.0	183.0		
117	4789	63090.0	153.0		
45	2090		180.0	27.0	350.0
223	9500		183.0	90.0	1170.0
102	4490	68115.0	182.0		
124	5400		171.0	24.0	310.0
45	1490				
87	3720	64705.0	172.0		
54	2530	65195.0	175.0		
64	2990	61676.0	166.0		
51	2381	62347.0	165.0		
69	2820	61857.0	169.0		
110	5089	64868.0	157.0		
135	5750		179.0	33.0	430.0
103	4417	64433.0	178.0		
100	4036	63979.0	175.0		
141	6081	65231.0	168.0		
169	7490	70002.0	184.0		
90	3950	65213.0	184.0		
255	10850	72632.0	186.0		
60	2580	62782.0	183.0	11.0	
49	2258	62746.0	173.0		
85	3690	63181.0	159.0		
210	9450	71362.0	176.0		
71	3063	63907.0	173.0		
69	3084	62601.0	162.0		
64	3070	64306.0	175.0		
78	3210	62220.0	170.0		
124	5390	65340.0	176.0		
57	2750	59934.0	133.0		
66	3057	64777.0	178.0		
178	6503	54510.0			
40	1650	46275.0			
111	4630	63598.0	156.0		
90	3460	59608.0	129.0	25.0	
90	3640	63236.0	164.0	83.0	
167	6716	65503.0	150.0	40.0	
65	2850	62510.0	164.0		
56	2260	59045.0	138.0		
83	3470		136.0	34.0	460.0
116	4920	65068.0	175.0	47.0	
133	5530	63870.0	155.0		34.0
241	10550	72070.0	177.0		
93	3770	61730.0	145.0		
192	8660	72251.0	181.0		
197	8571	70111.0	189.0	134.0	
173	7628	68714.0	168.0		
136	5855	65721.0	173.0		
69	2660	62002.0	174.0		
76	3150	63816.0	175.0	35.0	
180	7430		181.0	86.0	1120.0
330	13700	74283.0	186.0		
37	1840		175.0	8.0	100.0
158	7127	69693.0	186.0		
93	3960	65884.0	170.0		
67	3100	64233.0	170.0		
78	3508	63907.0	170.0		
241	10490		178.0	83.0	1079.0
157	6631	68079.0	179.0	69.0	
100	4380	65521.0	176.0		
53	2730	65721.0	174.0		
256	10800	70945.0	168.0		
180	7632	69185.0	176.0		
128	4600	57848.0	97.0		
56	2590	62927.0	182.0		
103	4030		174.0	41.0	530.0
85	3791	65430.0	184.0		
120	5490	68986.0	181.0		
149	6210	67263.0	187.0		
78	3570		166.0	62.0	810.0
142	6250	68043.0	182.0		
86	3550	62927.0	171.0		
86	3480	59644.0	114.0		
129	5880	67462.0	179.0		
68	3130	65340.0	172.0		
85	3590	64650.0	180.0		
214	9410	73158.0	184.0		
76	2830	55871.0	89.0		
144	6222	66356.0	171.0		
138	6209	67408.0	185.0		18.0
47	1878	47889.0			
76	3010	59390.0	138.0	12.0	
124	5315	64360.0	157.0	55.0	
61	2530	60623.0	154.0	49.0	
104	4621	65449.0	172.0		
106	4635	65539.0	177.0		
69	2860	61131.0	159.0		
87	3260		44.0		
99	4054	65322.0	183.0		
109	4820	65068.0	167.0		68.0
139	5990		174.0	51.0	660.0
106	4470	64523.0	174.0		
106	4331	63816.0	159.0		
65	2740	64161.0	180.0		
69	3070	63598.0	180.0		
40	1700		142.0	5.0	70.0
101	4281	65993.0	185.0		
149	6376	67952.0	186.0		
51	2370	62982.0	179.0		
48	2110	62546.0	179.0		
37	1723	61041.0	164.0	27.0	
116	4730	64233.0	170.0		
120	5060	65576.0	174.0		40.0
142	5780	66519.0	148.0		24.0
98	4168	64923.0	171.0		
60	2703	64124.0	179.0		
63	3090	65394.0	173.0		
112	4570	63254.0	152.0		
130	5250		166.0	71.0	920.0
90	3770	64251.0	177.0		
161	6260	65449.0	164.0		
88	3869	64923.0	181.0		
76	3378	64433.0	178.0		39.0
83	3400	61802.0	179.0		39.0
103	4570	66464.0	166.0	59.0	
87	3620		146.0	35.0	450.0
73	3440	67680.0	178.0		
152	6680	68587.0	184.0		1239.0
82	3520	64523.0	180.0		
125	5447	63671.0	151.0		
123	5000	64124.0	160.0	44.0	
61	2680	63127.0	171.0		
118	5454	66628.0	181.0		
88	3501	57485.0	110.0	9.0	
117	4980		188.0	57.0	740.0
74	3140	64796.0	179.0		
157	6700		184.0	110.0	1430.0
199	8340		178.0	124.0	1609.0
114	4990	67480.0	184.0		
148	6394	67789.0	174.0		
160	6590	67208.0	182.0		
51	2410	62963.0	165.0		
124	5180	65866.0	175.0		
41	1920	61295.0	144.0		
74	2950	62329.0	176.0		
49	2440		159.0	7.0	90.0
33	1570		160.0	25.0	325.0
140	6030	65449.0	169.0		24.0
152	6453	66864.0	173.0		
285	12010	74101.0	172.0		
34	1550	58846.0	146.0		
56	2430	61694.0	165.0		
73	3040	64288.0	180.0		
89	4194	66138.0	180.0		
69	2690	58211.0	120.0		
129	5260		157.0	18.0	240.0
25	1170				
135	5240	65938.0	179.0	89.0	
54	2562	61004.0	152.0		
145	6340	69712.0	188.0	77.0	
28	1320	60714.0	169.0		
65	2760	61893.0	165.0		
142	6370	67916.0	180.0		
172	7170	68968.0	181.0	112.0	
126	5530		181.0	45.0	590.0
146	6620	67371.0	172.0		
94	3818	61712.0	150.0	34.0	
86	3650	64124.0	168.0		
150	6080	65521.0	163.0		
78	3252	64306.0	180.0		
93	4200	66446.0	184.0		
134	5646	67317.0	185.0		
167	6480	63308.0	136.0		
47	2280	64070.0	183.0		
99	4180	65485.0	179.0		
161	7070	68387.0	184.0		48.0
92	3900	63889.0	181.0		
127	5500		167.0	54.0	700.0
150	6380	67099.0	175.0		
117	5500		175.0	54.0	700.0
158	6240	67081.0	182.0		
228	9396	70419.0	178.0		
125	5830	69639.0	184.0		
52	2390	60496.0	157.0		
65	2862	62619.0	178.0		
112	4170	52732.0	26.0		
83	3710	66573.0	172.0		
136	5880	66954.0	175.0		
141	6090	67317.0	180.0		
221	9410	71616.0	176.0		
35	1633	58138.0	131.0		
156	6571	68061.0	184.0	61.0	
49	2280	62419.0	181.0		
121	4900	65322.0	181.0		
86	3510	64143.0	179.0		
243	10984	72995.0	179.0		
143	6077	67299.0	181.0		
109	4660	63725.0	157.0	93.0	
95	4299	65884.0	180.0		
96	4400	65739.0	181.0		
149	6585	68061.0	183.0		
53	2190	55399.0	96.0		
29	1470	54692.0	101.0	2.0	
123	5080	66102.0	177.0		
65	2680	61440.0	165.0		
65	2757	56596.0	102.0		
149	6703	67009.0	166.0		38.0
68	2740	62183.0	171.0		
103	4440	65086.0	172.0		
32	1470		129.0	9.0	120.0
80	3533	63453.0	174.0		
115	4960		178.0	43.0	560.0
127	5574	67099.0	186.0		
104	4650	64378.0	165.0		
147	5930	64106.0	165.0		24.0
140	6268	67281.0	163.0		
163	6980	68968.0	184.0		
137	5950	67716.0	182.0		
138	5720	66682.0	184.0		
135	5827	67698.0	181.0		
73	3256	63544.0	166.0		
77	3330	63435.0	160.0		
170	6860	67480.0	172.0		
66	3010	62836.0	175.0		
93	4120	64378.0	168.0		
79	3410	63000.0	170.0		
130	5610		178.0		
95	4080	64614.0	182.0	41.0	
85	3922	64868.0	172.0		
38	1550	52261.0	52.0		
107	4426	64814.0	175.0		
61	2400	60152.0	138.0	56.0	
40	1770		147.0	210.0	16.0
239	10540	71653.0	183.0		
61	2594	62002.0	170.0		
51	2240	62256.0	169.0		
109	4350	63907.0	180.0		
216	9310	70963.0	176.0		
228	10004	72560.0	187.0		
184	8168	67353.0	162.0		37.0
40	1740		151.0	5.0	70.0
101	4220	62292.0	150.0		
213	9640		189.0	80.0	1040.0
67	3007	62401.0	169.0		
73	2890	57975.0	93.0		
99	4180	64342.0	173.0		
135	5442	61476.0	125.0		
113	4990		167.0	20.0	260.0
68	2690	59390.0	144.0		
150	6240	68061.0	187.0		
78	3746	66682.0	171.0		
96	3870	64650.0	182.0	42.0	
88	3610	64288.0	179.0		
92	3750	63000.0	163.0	89.0	
109	4980	66138.0	177.0	68.0	
42	1820	62401.0	174.0		104.0
40	1940	63236.0	180.0		559.0
201	8510	70238.0	177.0		
59	2400	62274.0	178.0		
70	2680	61839.0	171.0		
154	5960	64814.0	161.0		
63	2740	64179.0	170.0		
139	6010		181.0		
101	4390	63834.0	159.0		
102	4649	65322.0	168.0	47.0	
173	7265	67698.0	171.0	126.0	
166	7116	67607.0	171.0		
70	3160	64632.0	162.0		
141	6243	65430.0	166.0		23.0
94	3880	63290.0	166.0		
88	3915	63671.0	173.0		
127	5660	66138.0	175.0		
105	4300	66029.0	185.0		
96	3430	57032.0	96.0		
87	3780	63707.0	177.0		
65	2820		173.0		
109	4520	65612.0	182.0		
162	7864	69748.0	189.0		
81	3350	63199.0	182.0		55.0
151	6610		186.0	65.0	850.0
214	8550	68188.0	169.0		
140	6590	70401.0	179.0		988.0
158	6370	67353.0	180.0		
55	2160	51952.0	59.0		
149	6354	64814.0	146.0		
170	7870	68514.0	180.0		
176	6950	65068.0	146.0		
146	6957	68260.0	176.0		
94	3635	64614.0	183.0	33.0	
117	5380	67898.0	173.0		
61	2730	62583.0	176.0		
197	8740	69947.0	185.0		
140	6109	66791.0	184.0		
114	4960	64542.0	167.0		
106	4330		161.0	28.0	360.0
72	3590	66084.0	174.0		
54	2500	65104.0	168.0		
93	4163	64215.0	170.0		
269	11995	74283.0	169.0		
35	1500	54492.0	79.0		
122	5100	66718.0	181.0		
110	4970	66029.0	182.0		
106	4504	64832.0	176.0		
89	3870	64397.0	177.0		
85	3520	63653.0	180.0		
82	3450	62310.0	154.0		
180	6070	67480.0	183.0		
60	2790	60859.0	157.0		
44	2230	61911.0	173.0		
135	6170	68750.0	186.0	106.0	
134	6077	67662.0	183.0		
138	5950	67281.0	178.0		
93	4050	64288.0	160.0		50.0
95	4270	67426.0	178.0		
58	2748	64469.0	178.0		
100	4190	64433.0	181.0		
174	7822	68496.0	178.0		
86	3551	63616.0	170.0		
122	5080	66501.0	177.0		
40	1860	60968.0	155.0		
56	2700	65721.0	186.0		
109	4420	63544.0	165.0		
30	1350	59880.0	160.0	21.0	
40	1800	62836.0	185.0		633.0
41	2380	62927.0	181.0		
95	3930	62655.0	162.0		
188	8263	69929.0	178.0		
230	10060	71235.0	177.0		
32	1540	59934.0	161.0		
149	6900	68877.0	184.0		
109	4900		182.0		
130	5440		176.0		
209	8880	69331.0	177.0		
114	5470	70256.0	184.0		
102	4580	67371.0	180.0	50.0	
134	5780		184.0	84.0	1090.0
118	5090	65775.0	173.0		
114	4920	65322.0	176.0		715.0
103	4540	65213.0	172.0		
224	8360	59934.0	56.0		
60	2540	63145.0	177.0	28.0	
43	2030	62093.0	181.0		
119	5110	65884.0	174.0	109.0	
141	6286	67118.0	174.0		
224	9770	70637.0	174.0		
109	4780	64959.0	174.0		
128	5673	66537.0	177.0		
51	2620	63145.0	170.0		
111	5030	65920.0	170.0		
101	4210	64542.0	171.0		
54	2290	61893.0	171.0		
116	4860	65249.0	179.0		
63	2560	60569.0	145.0		
125	5782	70238.0	182.0		
151	6458	67299.0	180.0		
159	6880	67970.0	176.0		
253	11202	71526.0	166.0		
258	11674	73811.0	183.0		
127	5578	65630.0	169.0		
78	3070	53476.0	49.0		
244	10661	71036.0	171.0		
106	4449	64215.0	170.0		
121	4700		163.0		
56	2563	62147.0	172.0		
145	6370	68569.0	181.0		
56	2717	62220.0	164.0		
60	2716	62256.0	178.0		
132	5220	66519.0	177.0	90.0	
145	6070	68369.0	181.0	46.0	
54	2360	65412.0	176.0		
72	2970	62419.0	163.0	38.0	
110	4557	63326.0	156.0		
53	2340	62855.0	172.0		
43	1980		162.0	27.0	351.0
64	2900	60932.0	154.0		
69	2975	61766.0	166.0		
62	2730	61857.0	171.0		
129	5840	66337.0	178.0		
215	9301	71253.0	181.0		28.0
79	3430	62891.0	160.0		
108	4650	66156.0	172.0		
155	6760	68115.0	182.0		
139	5890	67353.0	181.0		
36	2240		172.0	7.0	90.0
38	1690		159.0	3.0	40.0
136	5759	63889.0	146.0		
113	4850		176.0		
62	2860	63834.0	185.0		
87	4145	66192.0	183.0		
109	4450		118.0	29.0	380.0
116	4964	66573.0	180.0		
71	3220	63290.0	171.0		270.0
90	4140	64451.0	175.0		
32	1610	62528.0	183.0		
33	1620	61567.0	176.0		
113	5310	67172.0	164.0		
107	4600	64161.0	162.0		
55	2220	60315.0	150.0		
145	6440	67517.0	178.0		936.0
138	6091	66827.0	181.0		30.0
57	2672	62492.0	178.0		
115	4910	67226.0	175.0		
93	4060	62746.0	160.0	36.0	
57	2680	62673.0	178.0		
87	3690	65195.0	179.0		
79	3200	62347.0	168.0		
62	3090	66065.0	174.0		
42	1980	61766.0	166.0		
101	4480	67190.0	165.0	50.0	
160	7708	69512.0	181.0		
108	4676	63435.0	155.0		
69	3115	63054.0	170.0		
170	7451	68442.0	180.0		
78	3320	62437.0	174.0		
64	3040	66791.0	183.0		
149	6440	66464.0	173.0		54.0
64	2980	63834.0	181.0		
54	2640	63381.0	155.0		
151	6130	66102.0	168.0		
35	1930		175.0	45.0	585.0
68	3150	61168.0	155.0		
27	1560	60787.0	170.0		
177	7680	67861.0	172.0		
141	5900	66319.0	176.0		
155	6789	67045.0	179.0		400.0
247	10030	70383.0	174.0		
147	6620	67952.0	178.0		
132	5732	66011.0	171.0		
175	7460		159.0	22.0	290.0
178	7524	66664.0	137.0		
109	4490	60333.0	124.0		
138	5683	64850.0	167.0		
102	4540	66029.0	182.0		
55	2510	61821.0	163.0		
97	4430	65975.0	172.0		
109	4700	64687.0	164.0		
71	3040	64161.0	180.0		
77	3270	63326.0	181.0		
79	4095	65394.0	178.0		
80	3551	64451.0	179.0		
106	4640		173.0	36.0	470.0
132	5701	66410.0	181.0		
64	2988	62982.0	174.0		
71	3030	64415.0	176.0		
43	2020	61911.0	177.0		1066.0
115	4770	65938.0	172.0		
56	2485	63145.0	179.0		
144	5230	58918.0	101.0		
154	7010	69548.0	189.0		
70	3210	64378.0	181.0		195.0
122	5220	66120.0	159.0		
85	3655	63127.0	178.0		36.0
155	6735	68043.0	183.0		
86	3768	64016.0	171.0		
217	9240	69784.0	167.0		
171	7474	69385.0	185.0	90.0	
82	3480	62056.0	152.0	23.0	
71	3200		159.0	34.0	450.0
167	7160		182.0	117.0	1520.0
82	3740	64088.0	164.0		
126	5500	65811.0	178.0		
87	3800	63598.0	168.0		
104	4380	64251.0	174.0		
171	7550		174.0	63.0	820.0
116	5470	66755.0	179.0		
69	3060	63453.0	176.0		
202	9030	70056.0	185.0		250.0
87	4120	64886.0	174.0		
92	4500	66192.0	172.0	27.0	
101	4123	63707.0	170.0		
107	4700	63743.0	155.0		
40	1810	61893.0	174.0		
53	2460	61295.0	153.0		
139	6100	66755.0	184.0	34.0	
93	4170	65140.0	184.0	669.0	
191	8467	70147.0	176.0		
120	5310	67099.0	166.0		
105	4370	64469.0	178.0		
208	9083	70328.0	177.0		
159	6789	67517.0	164.0		
232	10140	72070.0	179.0		
201	8494	69149.0	180.0		
84	3646	63399.0	170.0		
124	5300		183.0	69.0	900.0
124	5210	65793.0	158.0		
165	6660		150.0	36.0	470.0
65	2590		162.0		
55	2800		182.0	21.0	270.0
64	2739	62220.0	164.0		
46	2290	62619.0	164.0		
135	5600	65467.0	172.0		
45	2030		80.0	11.0	140.0
107	4616	64324.0	172.0		
61	2807	64687.0	182.0		
135	6050	66428.0	176.0		
58	2517	59825.0	144.0		
66	3166	63199.0	176.0		
91	3710	63435.0	165.0		
123	5080	66011.0	184.0		
68	3020	62619.0	170.0		
69	3129	62546.0	168.0		
123	5190	66410.0	180.0		
75	3340	63508.0	166.0		767.0
110	4720	65539.0	179.0		
106	4660	64904.0	173.0		
121	5440	66936.0	176.0		
92	4010	63816.0	171.0		
61	2820	64124.0	182.0		
134	5612	64614.0	159.0		29.0
186	7220	68369.0	183.0		
